X,CH1,CH2,CH3,CH4,Start,Increment,
Sequence,Volt,Volt,Volt,Volt,-1.200000e-01,2.000000e-04
0,3.12e-01,3.36e-01,1.12e+00,3.77e-01,
1,2.96e-01,3.44e-01,1.11e+00,3.82e-01,
2,2.96e-01,3.36e-01,1.11e+00,3.77e-01,
3,3.12e-01,3.44e-01,1.10e+00,3.81e-01,
4,3.04e-01,3.44e-01,1.10e+00,3.82e-01,
5,2.96e-01,3.28e-01,1.09e+00,3.76e-01,
6,3.04e-01,3.28e-01,1.10e+00,3.78e-01,
7,2.88e-01,3.20e-01,1.08e+00,3.81e-01,
8,2.96e-01,3.28e-01,1.09e+00,3.77e-01,
9,2.56e-01,2.80e-01,1.08e+00,3.82e-01,
10,2.64e-01,2.80e-01,1.08e+00,3.82e-01,
11,2.40e-01,2.64e-01,1.07e+00,3.78e-01,
12,2.56e-01,2.64e-01,1.08e+00,3.82e-01,
13,2.32e-01,2.80e-01,1.06e+00,3.78e-01,
14,2.40e-01,2.64e-01,1.06e+00,3.82e-01,
15,2.56e-01,2.80e-01,1.05e+00,3.78e-01,
16,2.40e-01,2.72e-01,1.06e+00,3.82e-01,
17,2.64e-01,2.96e-01,1.05e+00,3.77e-01,
18,2.56e-01,2.88e-01,1.05e+00,3.78e-01,
19,2.80e-01,3.12e-01,1.04e+00,3.82e-01,
20,2.72e-01,3.04e-01,1.05e+00,3.82e-01,
21,2.88e-01,3.20e-01,1.03e+00,3.77e-01,
22,2.80e-01,3.12e-01,1.04e+00,3.82e-01,
23,2.96e-01,3.36e-01,1.03e+00,3.77e-01,
24,2.88e-01,3.28e-01,1.03e+00,3.78e-01,
25,3.04e-01,3.44e-01,1.02e+00,3.82e-01,
26,2.88e-01,3.36e-01,1.03e+00,3.78e-01,
27,3.12e-01,3.52e-01,1.02e+00,3.82e-01,
28,3.12e-01,3.52e-01,1.02e+00,3.78e-01,
29,3.04e-01,3.36e-01,1.01e+00,3.82e-01,
30,3.04e-01,3.52e-01,1.02e+00,3.78e-01,
31,3.12e-01,3.44e-01,1.01e+00,3.82e-01,
32,3.12e-01,3.52e-01,1.01e+00,3.82e-01,
33,3.04e-01,3.36e-01,1.00e+00,3.78e-01,
34,3.12e-01,3.36e-01,1.01e+00,3.78e-01,
35,2.96e-01,3.52e-01,1.00e+00,3.82e-01,
36,3.04e-01,3.44e-01,1.00e+00,3.78e-01,
37,2.88e-01,3.28e-01,9.92e-01,3.82e-01,
38,2.96e-01,3.36e-01,9.96e-01,3.78e-01,
39,2.56e-01,2.80e-01,9.84e-01,3.82e-01,
40,2.64e-01,2.80e-01,9.92e-01,3.82e-01,
41,2.40e-01,2.56e-01,9.84e-01,3.78e-01,
42,2.48e-01,2.64e-01,9.88e-01,3.78e-01,
43,2.32e-01,2.48e-01,9.80e-01,3.82e-01,
44,2.32e-01,2.56e-01,9.88e-01,3.78e-01,
45,2.48e-01,2.72e-01,9.72e-01,3.82e-01,
46,2.32e-01,2.56e-01,9.76e-01,3.82e-01,
47,2.48e-01,2.80e-01,9.68e-01,3.77e-01,
48,2.40e-01,2.72e-01,9.72e-01,3.78e-01,
49,2.56e-01,2.96e-01,9.64e-01,3.82e-01,
50,2.48e-01,2.88e-01,9.68e-01,3.81e-01,
51,2.72e-01,3.04e-01,9.60e-01,3.78e-01,
52,2.56e-01,2.96e-01,9.68e-01,3.80e-01,
53,2.88e-01,3.12e-01,9.60e-01,3.78e-01,
54,2.72e-01,3.04e-01,9.64e-01,3.82e-01,
55,2.96e-01,3.28e-01,9.56e-01,3.78e-01,
56,2.96e-01,3.20e-01,9.64e-01,3.78e-01,
57,2.80e-01,3.36e-01,9.52e-01,3.82e-01,
58,2.88e-01,3.28e-01,9.60e-01,3.80e-01,
59,3.04e-01,3.44e-01,9.44e-01,3.77e-01,
60,3.04e-01,3.44e-01,9.52e-01,3.80e-01,
61,2.88e-01,3.28e-01,9.44e-01,3.76e-01,
62,3.04e-01,3.44e-01,9.52e-01,3.78e-01,
63,2.96e-01,3.28e-01,9.40e-01,3.82e-01,
64,3.04e-01,3.28e-01,9.48e-01,3.80e-01,
65,2.88e-01,3.44e-01,9.40e-01,3.76e-01,
66,2.88e-01,3.36e-01,9.48e-01,3.78e-01,
67,2.96e-01,3.12e-01,9.36e-01,3.82e-01,
68,2.96e-01,3.20e-01,9.44e-01,3.82e-01,
69,2.56e-01,2.72e-01,9.36e-01,3.78e-01,
70,2.64e-01,2.80e-01,9.28e-01,3.80e-01,
71,2.40e-01,2.64e-01,9.40e-01,3.76e-01,
72,2.48e-01,2.72e-01,9.28e-01,3.76e-01,
73,2.32e-01,2.56e-01,9.40e-01,3.82e-01,
74,2.32e-01,2.64e-01,9.40e-01,3.82e-01,
75,2.48e-01,2.80e-01,9.28e-01,3.78e-01,
76,2.40e-01,2.64e-01,9.32e-01,3.81e-01,
77,2.56e-01,2.96e-01,9.28e-01,3.77e-01,
78,2.48e-01,2.88e-01,9.32e-01,3.80e-01,
79,2.64e-01,2.96e-01,9.24e-01,3.76e-01,
80,2.56e-01,2.96e-01,9.28e-01,3.76e-01,
81,2.88e-01,3.12e-01,9.20e-01,3.80e-01,
82,2.80e-01,3.04e-01,9.28e-01,3.80e-01,
83,2.96e-01,3.28e-01,9.20e-01,3.76e-01,
84,2.96e-01,3.12e-01,9.20e-01,3.77e-01,
85,2.80e-01,3.44e-01,9.28e-01,3.80e-01,
86,3.04e-01,3.36e-01,9.28e-01,3.80e-01,
