X,CH1,CH2,CH3,CH4,Start,Increment,
Sequence,Volt,Volt,Volt,Volt,-1.200000e-01,2.000000e-04
0,1.60e-02,1.14e+00,1.10e+00,4.32e-01,
1,8.00e-03,1.14e+00,1.09e+00,4.29e-01,
2,8.00e-03,1.14e+00,1.09e+00,4.29e-01,
3,1.60e-02,1.14e+00,1.08e+00,4.32e-01,
4,8.00e-03,1.14e+00,1.08e+00,4.30e-01,
5,1.60e-02,1.14e+00,1.07e+00,4.33e-01,
6,1.60e-02,1.14e+00,1.07e+00,4.34e-01,
7,8.00e-03,1.14e+00,1.06e+00,4.30e-01,
8,1.60e-02,1.14e+00,1.06e+00,4.34e-01,
9,0.00e+00,1.14e+00,1.05e+00,4.30e-01,
10,1.60e-02,1.14e+00,1.06e+00,4.28e-01,
11,0.00e+00,1.14e+00,1.04e+00,4.31e-01,
12,1.60e-02,1.14e+00,1.04e+00,4.29e-01,
13,0.00e+00,1.14e+00,1.03e+00,4.32e-01,
14,1.60e-02,1.14e+00,1.04e+00,4.32e-01,
15,8.00e-03,1.14e+00,1.02e+00,4.26e-01,
16,1.60e-02,1.14e+00,1.03e+00,4.28e-01,
17,0.00e+00,1.14e+00,1.02e+00,4.31e-01,
18,1.60e-02,1.14e+00,1.02e+00,4.30e-01,
19,0.00e+00,1.14e+00,1.01e+00,4.28e-01,
20,1.60e-02,1.14e+00,1.02e+00,4.26e-01,
21,0.00e+00,1.14e+00,1.00e+00,4.30e-01,
22,8.00e-03,1.14e+00,1.01e+00,4.30e-01,
23,1.60e-02,1.14e+00,9.92e-01,4.24e-01,
24,1.60e-02,1.14e+00,1.00e+00,4.22e-01,
25,0.00e+00,1.14e+00,9.88e-01,4.26e-01,
26,1.60e-02,1.14e+00,9.96e-01,4.23e-01,
27,0.00e+00,1.14e+00,9.84e-01,4.27e-01,
28,8.00e-03,1.14e+00,9.92e-01,4.27e-01,
29,1.60e-02,1.14e+00,9.80e-01,4.22e-01,
30,8.00e-03,1.14e+00,9.84e-01,4.22e-01,
31,1.60e-02,1.14e+00,9.76e-01,4.27e-01,
32,1.60e-02,1.14e+00,9.76e-01,4.27e-01,
33,8.00e-03,1.14e+00,9.68e-01,4.23e-01,
34,8.00e-03,1.14e+00,9.76e-01,4.23e-01,
35,1.60e-02,1.14e+00,9.68e-01,4.28e-01,
36,8.00e-03,1.14e+00,9.72e-01,4.26e-01,
37,1.60e-02,1.14e+00,9.60e-01,4.30e-01,
38,1.60e-02,1.14e+00,9.68e-01,4.28e-01,
39,0.00e+00,1.14e+00,9.56e-01,4.25e-01,
40,8.00e-03,1.14e+00,9.64e-01,4.28e-01,
41,1.60e-02,1.14e+00,9.48e-01,4.25e-01,
42,1.60e-02,1.14e+00,9.48e-01,4.26e-01,
43,0.00e+00,1.14e+00,9.60e-01,4.22e-01,
44,8.00e-03,1.14e+00,9.52e-01,4.26e-01,
45,1.60e-02,1.14e+00,9.44e-01,4.22e-01,
46,8.00e-03,1.14e+00,9.52e-01,4.22e-01,
47,1.60e-02,1.14e+00,9.40e-01,4.26e-01,
48,1.60e-02,1.14e+00,9.48e-01,4.25e-01,
49,0.00e+00,1.14e+00,9.36e-01,4.20e-01,
50,8.00e-03,1.14e+00,9.44e-01,4.19e-01,
51,1.60e-02,1.14e+00,9.36e-01,4.22e-01,
52,1.60e-02,1.14e+00,9.40e-01,4.19e-01,
53,8.00e-03,1.14e+00,9.28e-01,4.22e-01,
54,1.60e-02,1.14e+00,9.32e-01,4.19e-01,
55,0.00e+00,1.14e+00,9.40e-01,4.24e-01,
56,8.00e-03,1.14e+00,9.40e-01,4.23e-01,
57,1.60e-02,1.14e+00,9.24e-01,4.20e-01,
58,1.60e-02,1.14e+00,9.32e-01,4.24e-01,
59,8.00e-03,1.14e+00,9.24e-01,4.19e-01,
60,1.60e-02,1.14e+00,9.28e-01,4.18e-01,
61,0.00e+00,1.14e+00,9.20e-01,4.22e-01,
62,1.60e-02,1.14e+00,9.20e-01,4.21e-01,
63,0.00e+00,1.14e+00,9.28e-01,4.18e-01,
64,1.60e-02,1.14e+00,9.20e-01,4.21e-01,
65,0.00e+00,1.14e+00,9.28e-01,4.18e-01,
66,1.60e-02,1.14e+00,9.20e-01,4.18e-01,
67,0.00e+00,1.14e+00,9.28e-01,4.21e-01,
68,1.60e-02,1.14e+00,9.20e-01,4.18e-01,
69,0.00e+00,1.14e+00,9.28e-01,4.21e-01,
70,8.00e-03,1.14e+00,9.16e-01,4.18e-01,
71,1.60e-02,1.14e+00,9.28e-01,4.21e-01,
72,1.60e-02,1.14e+00,9.24e-01,4.22e-01,
73,0.00e+00,1.14e+00,9.16e-01,4.17e-01,
74,8.00e-03,1.14e+00,9.16e-01,4.19e-01,
75,1.60e-02,1.14e+00,9.24e-01,4.22e-01,
76,1.60e-02,1.14e+00,9.20e-01,4.19e-01,
77,0.00e+00,1.14e+00,9.28e-01,4.23e-01,
78,8.00e-03,1.14e+00,9.20e-01,4.20e-01,
79,1.60e-02,1.14e+00,9.28e-01,4.23e-01,
80,8.00e-03,1.14e+00,9.28e-01,4.20e-01,
81,1.60e-02,1.14e+00,9.20e-01,4.26e-01,
82,1.60e-02,1.14e+00,9.28e-01,4.22e-01,
83,8.00e-03,1.14e+00,9.20e-01,4.19e-01,
84,8.00e-03,1.14e+00,9.28e-01,4.23e-01,
85,1.60e-02,1.14e+00,9.20e-01,4.18e-01,
86,8.00e-03,1.14e+00,9.20e-01,4.20e-01,
87,1.60e-02,1.14e+00,9.32e-01,4.13e-01,
88,8.00e-03,1.14e+00,9.24e-01,4.14e-01,
89,1.60e-02,1.14e+00,9.32e-01,4.07e-01,
90,8.00e-03,1.14e+00,9.32e-01,4.10e-01,
91,1.60e-02,1.14e+00,9.24e-01,4.04e-01,
92,8.00e-03,1.14e+00,9.24e-01,4.05e-01,
93,1.60e-02,1.14e+00,9.40e-01,4.00e-01,
94,8.00e-03,1.14e+00,9.32e-01,4.01e-01,
95,1.60e-02,1.14e+00,9.40e-01,3.96e-01,
96,8.00e-03,1.14e+00,9.32e-01,3.97e-01,
97,1.60e-02,1.14e+00,9.44e-01,3.91e-01,
98,8.00e-03,1.14e+00,9.36e-01,3.92e-01,
99,1.60e-02,1.14e+00,9.44e-01,3.88e-01,
100,1.60e-02,1.14e+00,9.40e-01,3.90e-01,
101,8.00e-03,1.14e+00,9.48e-01,3.86e-01,
102,1.60e-02,1.14e+00,9.40e-01,3.87e-01,
103,0.00e+00,1.14e+00,9.52e-01,3.83e-01,
104,8.00e-03,1.14e+00,9.52e-01,3.87e-01,
105,1.60e-02,1.14e+00,9.44e-01,3.83e-01,
106,1.60e-02,1.14e+00,9.60e-01,3.86e-01,
107,0.00e+00,1.14e+00,9.48e-01,3.83e-01,
108,1.60e-02,1.14e+00,9.56e-01,3.85e-01,
109,0.00e+00,1.14e+00,9.68e-01,3.82e-01,
110,0.00e+00,1.14e+00,9.60e-01,3.84e-01,
111,1.60e-02,1.14e+00,9.72e-01,3.81e-01,
112,1.60e-02,1.14e+00,9.64e-01,3.80e-01,
113,0.00e+00,1.14e+00,9.76e-01,3.84e-01,
114,1.60e-02,1.14e+00,9.68e-01,3.82e-01,
115,0.00e+00,1.14e+00,9.84e-01,3.85e-01,
116,8.00e-03,1.14e+00,9.80e-01,3.83e-01,
117,1.60e-02,1.14e+00,9.92e-01,3.86e-01,
118,8.00e-03,1.14e+00,9.84e-01,3.84e-01,
119,1.60e-02,1.14e+00,1.00e+00,3.87e-01,
120,0.00e+00,1.14e+00,9.92e-01,3.87e-01,
121,1.60e-02,1.14e+00,1.01e+00,3.83e-01,
122,1.60e-02,1.14e+00,1.00e+00,3.87e-01,
123,0.00e+00,1.14e+00,1.02e+00,3.84e-01,
124,1.60e-02,1.14e+00,1.01e+00,3.87e-01,
125,8.00e-03,1.14e+00,1.02e+00,3.84e-01,
126,1.60e-02,1.14e+00,1.02e+00,3.86e-01,
127,0.00e+00,1.14e+00,1.03e+00,3.89e-01,
128,0.00e+00,1.14e+00,1.03e+00,3.88e-01,
129,1.60e-02,1.14e+00,1.05e+00,4.40e-01,
130,1.60e-02,1.14e+00,1.04e+00,4.43e-01,
131,0.00e+00,1.14e+00,1.05e+00,5.46e-01,
132,1.60e-02,1.14e+00,1.05e+00,5.46e-01,
133,0.00e+00,1.14e+00,1.06e+00,5.46e-01,
134,1.60e-02,1.14e+00,1.06e+00,5.46e-01,
135,8.00e-03,1.14e+00,1.08e+00,5.46e-01,
136,8.00e-03,1.14e+00,1.07e+00,5.46e-01,
137,1.60e-02,1.14e+00,1.08e+00,5.46e-01,
138,8.00e-03,1.14e+00,1.08e+00,5.46e-01,
139,1.60e-02,1.14e+00,1.10e+00,5.46e-01,
140,8.00e-03,1.14e+00,1.09e+00,5.46e-01,
141,1.60e-02,1.14e+00,1.11e+00,5.46e-01,
142,1.60e-02,1.14e+00,1.10e+00,5.46e-01,
143,0.00e+00,1.14e+00,1.12e+00,5.46e-01,
144,8.00e-03,1.14e+00,1.11e+00,5.46e-01,
145,1.60e-02,1.14e+00,1.13e+00,5.46e-01,
146,8.00e-03,1.14e+00,1.12e+00,5.46e-01,
147,1.60e-02,1.14e+00,1.14e+00,5.46e-01,
148,1.60e-02,1.14e+00,1.14e+00,5.46e-01,
149,0.00e+00,1.14e+00,1.16e+00,5.46e-01,
150,1.60e-02,1.14e+00,1.15e+00,5.46e-01,
151,0.00e+00,1.14e+00,1.17e+00,5.46e-01,
152,8.00e-03,1.14e+00,1.16e+00,5.46e-01,
153,1.60e-02,1.14e+00,1.18e+00,5.46e-01,
154,1.60e-02,1.14e+00,1.18e+00,5.46e-01,
155,8.00e-03,1.14e+00,1.19e+00,5.46e-01,
156,8.00e-03,1.14e+00,1.18e+00,5.46e-01,
