919.37	39.69	43.69	46.63	49.81	53.63	57.13	60.38	61.88	66.81	68.44	72.56	75.56	82.37	83.0
922.58	39.69	43.69	46.63	49.88	53.56	57.13	60.44	61.94	66.81	68.44	72.56	75.62	82.37	83.06
924.77	39.69	43.69	46.63	49.88	53.63	57.13	60.44	61.94	66.81	68.5	72.62	75.62	82.37	83.06
935.02	39.75	43.75	46.69	49.94	53.63	57.19	60.5	62.0	66.94	68.5	72.69	75.69	82.5	83.19
938.22	39.75	43.75	46.75	49.94	53.69	57.25	60.56	62.0	66.94	68.56	72.69	75.75	82.5	83.19
940.4	39.75	43.75	46.69	49.94	53.69	57.25	60.56	62.0	66.94	68.56	72.75	75.69	82.56	83.19
952.7	39.81	43.81	46.75	50.0	53.75	57.25	60.63	62.13	67.0	68.62	72.81	75.81	82.56	83.25
955.91	39.81	43.88	46.75	50.0	53.75	57.31	60.63	62.13	67.06	68.69	72.81	75.81	82.62	83.25
958.1	39.81	43.88	46.81	50.06	53.75	57.31	60.63	62.06	67.06	68.69	72.81	75.81	82.62	83.25
970.39	39.88	43.94	46.88	50.06	53.81	57.38	60.69	62.19	67.12	68.75	72.94	75.94	82.69	83.37
973.59	39.88	43.94	46.88	50.06	53.88	57.38	60.69	62.19	67.12	68.81	72.94	75.94	82.75	83.37
975.79	39.88	43.94	46.88	50.13	53.88	57.44	60.75	62.19	67.19	68.81	72.94	75.94	82.75	83.37
988.07	39.94	44.0	46.94	50.19	53.94	57.5	60.81	62.25	67.25	68.87	72.94	76.0	82.75	83.37
1000.31	39.94	44.0	47.0	50.25	54.0	57.56	60.88	62.31	67.31	68.94	73.06	76.06	82.81	83.5
1014.61	40.0	44.0	47.06	50.31	54.06	57.63	60.94	62.44	67.37	69.0	73.12	76.12	82.94	83.62
1017.81	40.06	44.13	47.06	50.31	54.06	57.63	60.94	62.44	67.37	69.0	73.19	76.19	82.94	83.62
1019.98	40.06	44.06	47.06	50.31	54.06	57.63	60.94	62.44	67.37	69.06	73.19	76.12	83.0	83.62
1028.23	40.06	44.13	47.06	50.38	54.13	57.69	61.0	62.5	67.44	69.06	73.25	76.25	83.06	83.69
1031.44	40.06	44.13	47.06	50.38	54.13	57.69	61.0	62.5	67.44	69.12	73.25	76.25	83.06	83.69
1033.65	40.06	44.13	47.06	50.38	54.13	57.75	61.0	62.5	67.44	69.12	73.25	76.25	83.06	83.69
1047.96	40.13	44.19	47.19	50.44	54.25	57.81	61.06	62.56	67.5	69.19	73.31	76.31	83.06	83.69
1060.2	40.19	44.19	47.19	50.5	54.25	57.81	61.13	62.63	67.56	69.25	73.31	76.37	83.12	83.75
1063.4	40.19	44.25	47.19	50.5	54.25	57.81	61.13	62.63	67.56	69.25	73.37	76.37	83.12	83.75
1065.6	40.19	44.25	47.25	50.5	54.25	57.88	61.13	62.63	67.56	69.25	73.37	76.37	83.12	83.75
1075.85	40.19	44.25	47.25	50.56	54.31	57.88	61.19	62.69	67.62	69.25	73.44	76.37	83.19	83.75
1079.06	40.19	44.25	47.25	50.56	54.31	57.88	61.19	62.69	67.62	69.25	73.44	76.37	83.12	83.75
1081.27	40.25	44.25	47.25	50.56	54.38	57.88	61.19	62.69	67.62	69.25	73.44	76.37	83.19	83.75
1084.5	40.25	44.31	47.31	50.56	54.38	57.88	61.25	62.69	67.62	69.31	73.5	76.37	83.19	83.81
1086.69	40.25	44.25	47.31	50.56	54.38	57.88	61.19	62.75	67.62	69.25	73.44	76.44	83.19	83.81
1096.95	40.25	44.31	47.31	50.63	54.38	57.94	61.25	62.75	67.69	69.31	73.5	76.5	83.25	83.81
